sku_id,_id,item_name,comment_id,content,creation_time,reply_count,score,useful_vote_count,useless_vote_count,user_level_id,user_province,nickname,user_level_name,user_client,user_client_show,is_mobile,days,reference_time,after_days,after_user_comment
8344046,fa9fbd69-445b-4ad7-b652-c1d5e2bff5b7,comment,11777961700,中框真空镀3D镭雕，后盖复合材料丝印工艺，属实感十足，6.20英寸2246*1080分辨率的齐刘海全面屏加上超窄比边框。特别是彩屏幕看视频，色彩、分辨率非常不错，超级享受。在录像和拍照中1300W+500W像素，用起来非常给力，性价比不错，6GB内存加上128GB的存储，主频2.0Ghz，非常给力，还能微信多开，同时采用OS简洁、轻便，在玩游戏过程中都可以完全体验到手机系统的流畅度，在加上6.20英寸超大屏幕和1080P，看视频，玩游戏都非常的爽。在充电上，也是配有快速充电，可以快速的充电并在3000MAH大电池的支持下，可以非常快的上手，在玩游戏的过程中，也没觉得烫手，是一个值得入手的性价比和颜值都高的手机。,"2018-08-06 08:58:25",0,5,0,0,61,,校***3,银牌会员,2,来自京东iPhone客户端,1,2,"2018-08-04 10:00:57",4,试用了一下还不错的，运行速度可以，不卡，待机也不错。外表更使颜控无法抗拒，总之完美！
7534113,03b51aa9-2b5e-41c3-a40b-343164a1d23a,comment,11561489668,手机很好用，京东快递就是快，手机一段时间了。,"2018-06-06 15:47:06",14,5,21,0,61,,jd_584*****2099,银牌会员,4,来自京东Android客户端,1,15,"2018-05-22 20:30:15",15,手机是我目前为止用过最好用的手机了
8240587,082df194-97f0-425e-85ac-8596344114e6,comment,11723524136,"1 京东确实牛 手机下单后不到24小时就送到手。2  这款手机确实好，屏幕大，手感好，操作方便，系统优化得也很好。3 手机配置没有很高专业要求来说足够了。 4 为支持国货，支持华为，之前就买了华为M5的平板电脑换掉了苹果的IPAD。现在有又将苹果手机换为了华为的手机。这次购物超愉快。","2018-07-20 14:30:44",1,5,11,0,62,,小***1,金牌会员,4,来自京东Android客户端,1,1,"2018-07-19 10:44:42",0,NO_MESSAGE
5942439,dce41ae6-aed6-480e-a4e2-705dfb515c71,comment,11787733316,收到货，声音很大，功能也多，适合老人用，就是重量有点重，,"2018-08-09 07:55:07",0,5,0,0,105,,j***h,钻石会员,4,来自京东Android客户端,1,22,"2018-07-18 12:06:15",0,NO_MESSAGE
5089275,f654a249-bff4-4e92-8fea-c3bd07c7eade,comment,11210257843,纠结了很久还是买了8p，对比很多方面，拍照超级好看，很信任京东，物流很快虽然是别的地方但依旧快，东西绝对是正品，嘻嘻嘻，非常喜欢。,"2018-02-01 19:34:55",10,5,35,0,105,,東***旯,PLUS会员,4,来自京东Android客户端,1,3,"2018-01-29 23:42:45",0,NO_MESSAGE
7081550,9155a779-a366-4b36-872c-315a647d3af1,comment,11733021166,"购买前经过选购，对比，最终买了这个机器机型，收货很快，收到初步检查也没问题，速度肯定快，因为之前用的老手机慢要下岗由这个替代，另外这个配置970的u目前也是顶级高端了，所以肯定快！手感由于之前手机小，现在手机屏幕都大了，这个虽然相对小，但是还是比老手机5s大的多，拿起来，把持起来很累手，但是现在手机屏幕都大了也没办法，如果能小点自然更好！ 购买后用了几天，没发现机器有什么故障和问题，问题不大，用网上说的手机跑分工具测试不到19万多分，大概是21号购买的第6天，推送了那个tpu什么的加持手机体验速度的所谓黑科技，更新后又跑分上了20万如图！由于手机平时用的不多，主要接打电话，目前也没体验看视频，没体验任何游戏，没安装！ 只说下语音通话都ok，没发现问题，微信qq都正常使用，唯一遗憾的是微信和qq不支持指纹支付，这个前期我也不知道，后来使用发现，百度查询得知确认华为不支持，这是最不好的地方，本人主要用微信qq支付频繁些，只能老手机继续了，希望后续支持吧，也希望这个手机能战几年！","2018-07-23 12:30:25",0,5,1,0,62,,年***事,PLUS会员,2,来自京东iPhone客户端,1,11,"2018-07-12 22:46:07",0,NO_MESSAGE
5663902,29a79fe8-8c2f-4560-8f5b-d7ff8cf4cc64,comment,11546586771,手机很快就收到了，实物与商品介绍一样，手感和外观上看着还不错。因为一直用的都是华为手机，打开看内容，还是那么熟悉，一如既往的好！买手机时的选择性太多，好不容易选择购买了这款，希望长久的使用质量寿命令人满意就好！,"2018-06-02 21:51:59",1,5,0,0,62,,j***d,PLUS会员,4,来自京东Android客户端,1,1,"2018-06-01 23:28:34",0,NO_MESSAGE
7283905,a8a40cf3-dc2c-489d-9664-69cd400eedbd,comment,11456248281,"27号下的单，今天收到1星期内，坐标河南商丘，手机是武汉仓过来的。充电头是5V2A的 不支持快充。已经另外购买。","2018-05-05 11:28:36",17,5,20,0,105,,飞***8,PLUS会员,4,来自京东Android客户端,1,8,"2018-04-27 10:12:49",8,"听说耗电 从11点拿回来66个电，开始下载软件游戏 中间接几个电话玩到下午4点还剩19个电。貌似还可以 没像别人说的待机都待不到晚上。另外原装从电器太慢，另外买了小米18w测试了下看图，原装充电时间和18w充电时间。"
5001213,5d08d842-bb0d-41ae-b7d7-ea5e0ac015a3,comment,10814446515,"今天刚收到！
看到京东的快递包装盒，我内心是一群奔腾而过的！几千块钱的物品包装，没有防压提示，包装盒直接被压塌一个角，幸好小米自带包装耐压，手机没事！
京东快递有必要注意点，虽然你们或许不会在意顾客说什么的...
手机挺好，手感比肩水果7！关于全面屏，我想小米这样已经很厚道了，没有啥挑剔的！如果把下巴移到上面就更好了！
使用感受，等用几天再评价吧！
除开京东的包装，值得购买！","2017-09-26 15:19:41",10,5,15,0,62,,x***5,PLUS会员,4,来自京东Android客户端,1,5,"2017-09-21 10:20:03",0,NO_MESSAGE
8344046,fa9fbd69-445b-4ad7-b652-c1d5e2bff5b7,comment,11777632597,在浏览页面时，我没有立即购买，关注了这个手机有一段时间，这次直接下单了，首先客服服务真心不错，第一惊喜，物流很快，手机反应非常快，款式飘来昂，分辨率超高，手机拍出的照片和数码相机差不多，一开始我担心非常耗电，系统优化很好，界面简洁，造工，外形，上手度，屏幕，性能，系统优化，都可圈可点，运行速度快，屏幕大，质感、内容价值，手机可以称的上物有所值。总之是一次不错的网购经历。我知道无论用多么华丽的语言来措辞形容手机的优势都是不够的，都是虚伪的，所以我只想说一句：透过体验的效果分享给大家！体验效果整体而言：设计新颖、运行流畅、显示效果极佳、赠送的礼品多，手机款式时尚，整体算下来，比较划算！,"2018-08-06 01:09:00",0,5,2,0,61,,j***4,银牌会员,4,来自京东Android客户端,1,2,"2018-08-04 10:24:11",0,NO_MESSAGE
7534113,03b51aa9-2b5e-41c3-a40b-343164a1d23a,comment,11793405123,宝贝收到了，给老妈买的，老妈爱不释手，很喜欢，大爱,"2018-08-10 19:26:34",0,5,0,0,61,,j***r,银牌会员,4,来自京东Android客户端,1,14,"2018-07-27 13:27:52",0,NO_MESSAGE
8240587,082df194-97f0-425e-85ac-8596344114e6,comment,11720758727,"刚到手 大小手感 都非常不错","2018-07-19 17:13:06",18,5,40,0,62,,SUN丶豪,金牌会员,2,来自京东iPhone客户端,1,3,"2018-07-16 08:38:41",0,NO_MESSAGE
5942439,dce41ae6-aed6-480e-a4e2-705dfb515c71,comment,11790570542,用着目前还可以，就是不知道可以用多久。希望久一些吧。,"2018-08-09 22:11:24",0,5,0,0,61,,j***l,银牌会员,4,来自京东Android客户端,1,15,"2018-07-25 20:54:29",0,NO_MESSAGE
5089275,f654a249-bff4-4e92-8fea-c3bd07c7eade,comment,10901229032,物流速度很快，一大早就收到了，试用了一下午，说说感觉吧，我是把我的5S换了，5用了3年了，手机很流畅就是电池待机不行，一天充好几回。关注8很久了，由于价格太高一直没下手，刚好前几天华为美十也上了，去看过，确实不错，有想入手的冲动，可是这两天关注8的时候看到京东优惠蛮大的，就果断入手了。屏幕确实大，像我这样的大手单手操作都感觉有些难，机子很流畅，用惯了苹果所以感觉很不错，就是希望待机能好一点。不过今天我设置的时候有几次卡顿，直接卡退出了，不知道是怎么回事。等用段时间再来评论用后效果。,"2017-10-28 19:32:45",169,5,479,0,62,,令***龙,金牌会员,2,来自京东iPhone客户端,1,1,"2017-10-27 20:48:48",0,NO_MESSAGE
7081550,9155a779-a366-4b36-872c-315a647d3af1,comment,11745466772,"上午下单，7个小时就到了，等的很激动，拿到手机也十分惊喜，哈哈，就是没有广告上的后壳艳，吃鸡实测了一把，画质和帧数都开最高，一点也不卡，指纹识别也非常快，HiFi听歌超棒，华为自带音乐版权也挺多，充电刚开始特别慢，取了玩一会又充就快了。到货之前，一直看贴吧说屏幕有问题，幸好没发现进灰和黄屏。总的来说，优点:HiFi，闪充，极光变色后壳，AI摄影（拍照功能太多，还没试），前置指纹，芯片。不足:1.息屏整体效果不是很好 2.手机尺寸相对较小，吃鸡不是很爽哈哈，男生平时应该可以单手操作 3.EMUI确实在不断优化，但还需加油 4.自带软件真的太多了。。选了好久。总得来说，超高性价比配上高人气代言人，这款手机一定会越来越火","2018-07-26 23:40:04",9,5,14,0,61,,n-Y_Q,银牌会员,4,来自京东Android客户端,1,1,"2018-07-25 10:55:56",0,NO_MESSAGE
5663902,29a79fe8-8c2f-4560-8f5b-d7ff8cf4cc64,comment,11294632867,手机还不错，大气上档次，反应灵敏，手感很好！一直信赖华为产品！华为4x用了两部，华为荣耀6一部，华为荣耀6plus一部，一家人都在用华为，忠实粉丝！,"2018-03-09 15:06:58",2,5,14,0,105,,陈振行,钻石会员,4,来自京东Android客户端,1,1,"2018-03-08 10:03:45",0,NO_MESSAGE
5089267,00694ec0-b2df-4c64-8cc3-17e1c851b93b,comment,10945146582,很不错，京东促销厉害4777.还是两百多京豆很划算，玻璃很有质感，想当初买个16G的iphone4S都比这个8还贵，苹果系统好，相对也安全，插了手机码在官网，没有问题。推荐购买。,"2017-11-09 18:49:07",15,5,53,0,105,,f***e,PLUS会员,4,来自京东Android客户端,1,2,"2017-11-07 16:06:48",0,NO_MESSAGE
7651927,af72abbf-9bb3-49a5-961d-cc4a1c9d88b6,comment,11807124270,经常用小米的手机，红米小米各类品牌买了好多个。红米6，这款手机配置好，运行很流畅，比我的小米note差不多。性价比很高，送给老爸的，老爸用着很满意。同时屏幕不是很大，握在手中，很合适。玩游戏很流畅，听音乐音质也可以。同时拍照很好，前置摄像头像素偏低，但后置的像素很好，拍摄很清楚。,"2018-08-14 23:39:11",0,5,0,0,62,,1***m,PLUS会员,4,来自京东Android客户端,1,3,"2018-08-11 21:48:51",0,NO_MESSAGE
7321794,83f54049-e603-4979-872d-cf5a6bfd9305,comment,11474503704,"外观很漂亮 很小巧 值得一说的是指纹解锁真的快到没朋友 这手机帮我老板娘买的 她很喜欢 分辨率很清","2018-05-11 14:13:22",5,5,12,0,105,,狂小星,PLUS会员,2,来自京东iPhone客户端,1,1,"2018-05-10 13:45:49",20,此用户未填写评价内容
7437768,4ed77e9d-2beb-4232-9994-055de2fa0c42,comment,11789884240,正品，第一次在京东买手机，速度，手感都很好，值得入手，买给父母的好首选,"2018-08-09 18:23:22",0,5,0,0,61,,s***麟,银牌会员,4,来自京东Android客户端,1,1,"2018-08-08 04:58:13",0,NO_MESSAGE
3901175,ce07f525-1b6d-4c87-8ff8-92e51889d9f7,comment,11798527008,相机照相太大了其他都还好,"2018-08-12 12:33:02",0,5,0,0,56,,j***c,铜牌会员,4,来自京东Android客户端,1,2,"2018-08-10 16:21:50",0,NO_MESSAGE
7283905,a8a40cf3-dc2c-489d-9664-69cd400eedbd,comment,11459148144,外观完美，手感超赞，新的全面屏手势操作体验也很棒，非常满意的一次购物。,"2018-05-06 11:25:14",31,5,29,0,105,,魑魍魉魅魅,PLUS会员,4,来自京东Android客户端,1,2,"2018-05-04 10:00:06",0,NO_MESSAGE
5001213,5d08d842-bb0d-41ae-b7d7-ea5e0ac015a3,comment,10791531857,"第一批抢到，两天后才收到，机器没一代惊艳，边框略粗，全面屏？解决了通话，回归正常手机行列！！手感没得说，非常好！系统成熟，耗电正常水平，亮屏6小时左右，拍照中规中矩！唯一吐槽的，就是屏幕，我这台发黄，还是比较历害，而且底部更黄，比手上max 2还黄，看图，7p拍的；jdi 的通病？？？3000多的机器，用这样的屏幕，感觉不配！！！","2017-09-18 07:12:19",46,5,76,0,105,,l***q,PLUS会员,2,来自京东iPhone客户端,1,3,"2017-09-15 10:00:03",0,NO_MESSAGE
8344046,fa9fbd69-445b-4ad7-b652-c1d5e2bff5b7,comment,11777790679,"价格方面：这次小辣椒主打的千元青年旗舰机，这个配置估计这会是最便宜的双摄手机！仅售1899元！
外观方面：该机采用中框真空镀3D镭雕，后盖复合材料丝印工艺，属实的握持手感和顺畅的8核处理器，外观造型类似小辣椒5X和iPhone7 Plus的结合体，主打性价比手机，目前有黑色，蓝色，黑色等多种颜色可选。                
配置方面：红辣椒R15搭载联发科处理器，6G运存+128G内存，后置1600W+500W像素双摄像头，前置1600W像素美颜自拍镜头，还带柔光自拍。6.20寸的FHD,（2246*1080）屏幕，3000毫安电池，5V/2A快充，网络制式支持全网通。","2018-08-06 07:40:34",0,5,0,0,61,,j***祢,银牌会员,2,来自京东iPhone客户端,1,2,"2018-08-04 11:35:46",4,很不错，专门用了几天来追评，王者吃鸡完美运行，1v4不求人！
7534113,03b51aa9-2b5e-41c3-a40b-343164a1d23a,comment,11519606158,"VIVO y83 手机不错，好用，好喜欢这刘海屏，看着新鲜！京东的送货员送货准时又快捷！服务真的很好！第二天一定准能到，直送上门！觉得京东商场比外面商城有保障，讲信誉，质量也有保证！值得拥有，以后所有物品都上京东商城购买！非常的满意！下次还会再来的！","2018-05-25 20:47:19",4,5,16,0,105,,y***0,PLUS会员,0,,0,2,"2018-05-23 17:27:07",0,NO_MESSAGE
8240587,082df194-97f0-425e-85ac-8596344114e6,comment,11804072598,"总体来说，颜值非常高，很好看，虽然说是后置指纹，但是后背看起来还是挺不错的。用起来整体体验还是不错，比较流畅，毕竟新手机，而且麒麟970处理器还是比较可以的。
然后说一下缺点吧。①用的时候容易发烫，这个其实感觉很不好，对不起这个价格，而且华为手机不应该这样，平时使用就仅仅是在中度正常使用后背就会发烫，还没有重度使用。这一点比较不满意，很影响使用感觉。②手机有时候出现触摸不灵敏的情况，不知道是没有触摸起还是怎么回事，有时候后退键要点2次以上才可以实现，虽然不是一直这样，但是新手机就出现这样的问题，真的很不应该！！！我也不清楚为什么会这样。③打电话会出现不稳定，有时候突然一阵听不见对方的声音，隔几秒钟又好了，打电话的地方都是信号不错的，所以这个手机的问题也是让我很不舒服的。④另外，荣耀手环3竟然不能实现拒接来电，用了三个不同的荣耀手环3都不能拒接，不知道是不是新手机还没完善好，真的希望尽快完善，真的太影响使用了！！
希望这些问题尽早吧。总体来说这个手机使用起来还是将就吧，个人心里话，感觉整体实力不如荣耀v10。希望打脸，哈哈。还是相信华为的，再用用再看体验吧！","2018-08-14 07:40:24",0,4,0,0,62,,帅***怕,金牌会员,4,来自京东Android客户端,1,12,"2018-08-02 15:29:56",0,NO_MESSAGE
5942439,dce41ae6-aed6-480e-a4e2-705dfb515c71,comment,11802485111,"速度超赞的 京东自营果然杠杠滴 手机一到就打开试了一下 果然很好","2018-08-13 16:04:50",0,5,0,0,105,,周***吉,钻石会员,4,来自京东Android客户端,1,1,"2018-08-12 18:42:21",0,NO_MESSAGE
5089275,f654a249-bff4-4e92-8fea-c3bd07c7eade,comment,10998751540,上个白条刚还完，再来一个接着还。在京东买了5个手机了，到现在没有一个坏的，支持。无线充电不错，很方便，要配大功率充电器才带劲。,"2017-11-21 14:35:54",21,5,122,0,105,,矩***技,PLUS会员,2,来自京东iPhone客户端,1,10,"2017-11-11 00:00:56",0,NO_MESSAGE
7081550,9155a779-a366-4b36-872c-315a647d3af1,comment,11436109654,"物流极快，下午就到手了，刚刚拆开看看，外观如图，并没有官方所说的那么惊艳，没有我坚果pro2漂亮，坚果被我爸爸征用了，所以恰好买了这个，不建议如同我这样的奔三大叔，在选择荣耀10时，选择买这样如同手机杀马特的所谓幻影颜色了，可以考虑买灰或者经典的黑，低调简约点比较好。
摄像头凸起，略可惜，大概是追求薄与高标准的摄像头的妥协设计。
前置摄像头处如图六，不喜欢这样的听筒的设计可以看看，看仔细。
后面玻璃容易留指纹，估计是我刚刚在外面和小伙伴吃猪肘子后没洗手的缘故吧！
还没玩，因为喝酒有点多，睡觉了，以后有时间再写，估计不会再写了，我太懒。反正就先用着吧！困了，对了，拍照是用的魅族手机，额(⊙o⊙)&hellip;我为什么要说这个，MX15不买了，晚安","2018-04-27 23:40:06",51,5,190,0,61,,绵绵青山长,PLUS会员,4,来自京东Android客户端,1,4,"2018-04-23 10:10:48",6,打王者荣耀，会黑边，很不舒服的。。。
5663902,29a79fe8-8c2f-4560-8f5b-d7ff8cf4cc64,comment,11310468661,一分钱一分货，跟我mate9还是有点差距的。电话外放声音有点破。屏幕有时候有些点的失灵，灵敏度还需要进一步加强。升级到b192人脸解锁，这一点我挺喜欢的。在小米5X和华为7X之间纠结了好久，还是觉得华为系统跟我现有的用的比较习惯。全面屏看起来视野宽屏比还是比较好手机盒里面送了一个保护套，要是有保护贴膜就更好了。*元左右的全面屏，性价比还是可以的，当做备用机还不错。,"2018-03-14 22:09:17",20,4,36,0,105,,吃***儿,PLUS会员,4,来自京东Android客户端,1,5,"2018-03-09 00:04:29",0,NO_MESSAGE
5089267,00694ec0-b2df-4c64-8cc3-17e1c851b93b,comment,11111299754,手机不错，京东上买第二部苹果手机了，拿售后去看了凭发票保一年，相信这部质量比去年买的6s好，去年买的6s用了一年屏幕上出现小白点，不注意看不到。苹果8处理器给力速度快，指纹解锁比6s快多了，系统反应也快些，手机比6s厚点重点，就是iOS11.1系统耗电太快了一天得充两次，更新到最新版本后稍微好点，iOS11.1耗电太厉害希望新版本续航得到解决。,"2017-12-28 08:11:53",48,4,83,0,62,,J***痕,金牌会员,2,来自京东iPhone客户端,1,16,"2017-12-12 14:59:47",0,NO_MESSAGE
7651927,af72abbf-9bb3-49a5-961d-cc4a1c9d88b6,comment,11681747655,看着还不错,"2018-07-07 21:28:16",0,5,3,0,56,,晴***6,铜牌会员,4,来自京东Android客户端,1,2,"2018-07-05 15:26:16",0,NO_MESSAGE
7321794,83f54049-e603-4979-872d-cf5a6bfd9305,comment,11394401227,昨晚买的，今天上午就到了，速度一流。打开之后，惊喜大大的，比想想中的手感还要好，流畅，顺滑，不输水果，希望华为可以越做越好,"2018-04-13 14:46:40",8,5,33,0,105,,小***森,PLUS会员,2,来自京东iPhone客户端,1,1,"2018-04-12 18:08:15",0,NO_MESSAGE
7437768,4ed77e9d-2beb-4232-9994-055de2fa0c42,comment,11683570173,很好的手机，么么么哒，最新款的红米手机,"2018-07-08 14:03:52",0,5,1,0,62,,j***金,PLUS会员,4,来自京东Android客户端,1,20,"2018-06-18 19:46:45",0,NO_MESSAGE
3901175,ce07f525-1b6d-4c87-8ff8-92e51889d9f7,comment,11804192584,手机还可以，就刚开始把卡放进去的时候不显示卡，过了第二天才显示出来，耳机也没有，还有就是怎么不是一体机呢？但是价格便宜，还是可以了，,"2018-08-14 08:41:30",0,5,0,0,56,,j***c,铜牌会员,4,来自京东Android客户端,1,2,"2018-08-12 20:52:38",0,NO_MESSAGE
7283905,a8a40cf3-dc2c-489d-9664-69cd400eedbd,comment,11462273956,4.27抢的5.5号发货第二天到的，手机还不错就是充电的时候充电器好烫,"2018-05-07 12:11:06",45,5,35,0,61,,j***z,银牌会员,4,来自京东Android客户端,1,10,"2018-04-27 10:00:06",0,NO_MESSAGE
5001213,5d08d842-bb0d-41ae-b7d7-ea5e0ac015a3,comment,10983727200,"首先包装精致上档次，社会雷的签名很显眼，双十一下单送了小夜灯贴膜后壳，盒子里面的手机壳手感更好点，裸机手感也非常棒，只不过小米的品控确实有点问题，第一台手机后盖安装不到位有缝隙，音量键有点松，换了一台之后完美解决所有问题，到现在为止没找到问题，屏幕也没有网友说的那种阴阳屏，系统还是MIUI8，非常好用，准备升9

使用一周总结：手感很好，系统流畅，品控好的做工很好，品控不好的赶紧换新机，米粉的最爱，值得入手，现货很爽，社会雷哥","2017-11-17 16:44:41",11,5,45,0,105,,吹***牛,PLUS会员,4,来自京东Android客户端,1,16,"2017-11-01 23:15:00",0,NO_MESSAGE
8344046,fa9fbd69-445b-4ad7-b652-c1d5e2bff5b7,comment,11777961604,"经常网购，总有大量的包裹收，感觉写评语花掉了我大量的时间和精力!所以在一段时间里，我总是我又总是觉得好像不去评价或者随便写写!但是，有点对不住那些辛苦工作的卖家客服、仓管、老板。于是我写下了一小段话，给我觉得能拿到我五星好评的卖家的宝贝评价里面以示感谢和尊敬!首先，宝贝是性价比很高的，我每次都会先试用再评价的，虽然宝贝不一定是最好的，但在同等的价位里面绝对是表现最棒的,京东的配送绝对是一流的，送货速度快，配送员服务态度好，每样东西都是送货上门。希望小辣椒能再接再厉，做得更大更强，提供更多更好的东西给大家。为京东的商品和服务点赞。","2018-08-06 08:58:18",0,5,0,0,61,,路***天,银牌会员,4,来自京东Android客户端,1,2,"2018-08-04 11:42:17",0,NO_MESSAGE
7534113,03b51aa9-2b5e-41c3-a40b-343164a1d23a,comment,11799429764,像素不行，反正买都买了用都用了总体来说还行吧不讨厌也不喜欢一般般，暂时没有什么问题,"2018-08-12 17:22:01",0,5,0,0,62,,阿***女,金牌会员,4,来自京东Android客户端,1,10,"2018-08-02 00:13:46",0,NO_MESSAGE
8240587,082df194-97f0-425e-85ac-8596344114e6,comment,11723988347,"手机很顺畅，机身属于瘦长型 一只手拿着方便，还有机子很漂亮！一开始就是冲着拍照的像素和功能去买的，到手整体感觉还是很惊艳。京东快递很快，昨天付款今天就到了，快递小哥很热心，说我手机有什么问题的话七天包退换，还说有什么不懂的可以问他。很愉快的一次购物，比心比心。如果小伙伴们有什么关于这款手机的问题，可以咨询我哦，非常乐意效劳。","2018-07-20 16:48:27",56,5,66,0,61,,且***i,银牌会员,4,来自京东Android客户端,1,2,"2018-07-18 22:39:53",0,NO_MESSAGE
5942439,dce41ae6-aed6-480e-a4e2-705dfb515c71,comment,11797277255,物流速度太快了，不到12小时送到手里，服务态度很好，手机不重，通话音量很高，适合老年朋友，买了好几个。,"2018-08-11 23:19:09",0,5,0,0,56,,j***v,铜牌会员,4,来自京东Android客户端,1,1,"2018-08-10 13:09:46",0,NO_MESSAGE
5089275,f654a249-bff4-4e92-8fea-c3bd07c7eade,comment,10941048618,"总之还是挺好的，挺不错、虽然没有什么优惠吧，抢了个神券还不能用！！！也是用的上了第三个苹果、主要是觉得系统吧.
其他的另说！a
b
c
d
e
f
g
hhhhhhhh！总是想抢热评、点赞喔！","2017-11-08 18:57:11",6,5,65,0,105,,W***z,PLUS会员,2,来自京东iPhone客户端,1,4,"2017-11-04 16:32:54",0,NO_MESSAGE
7081550,9155a779-a366-4b36-872c-315a647d3af1,comment,11438392577,买了幻影蓝给媳妇用，下午刚拿到，稍微用了下:首先颜值高，背面太阳下会反光变色，刘海屏个人感觉挺好看，还可以隐藏，看个人喜好。配置要赞一个，没玩游戏，起码970比某旗舰机还用660良心多了，其他什么配置也都有。系统很流畅，只是home键要熟悉一下，反正比三大金刚键要好看多了，其他没发现什么问题，用用看。原厂给贴了个膜，送个透明壳，唯一吐槽的是你说HIFI音质，你倒是给配个支持的耳机啊，上次买V9还送个简易的VR眼镜呢，交了定金半夜起来交尾款容易吗?,"2018-04-28 20:40:51",21,5,57,0,62,,j***你,PLUS会员,4,来自京东Android客户端,1,4,"2018-04-24 10:11:56",0,NO_MESSAGE
